Paper_DOI,Reference_DOI
10.3390/ATMOS10050252,10.1016/J.ENCONMAN.2018.04.021
10.3390/ATMOS10050252,10.1016/J.ENCONMAN.2018.01.010
10.3390/ATMOS10050252,10.3390/e21020184
10.1002/jum.16086,10.1186/s13058-022-01516-0
10.1002/jum.16086,10.3390/jcm11061740
10.1002/jum.16086,10.1016/j.radonc.2022.02.020
10.1002/jum.16086,10.3389/fimmu.2021.773581
10.1002/jum.16086,10.1088/1361-6560/ac4667
10.1109/eScience55777.2022.00016,10.1109/MIC.2022.3202764
10.1109/eScience55777.2022.00016,10.46647/ijetms.2022.v06i05.052
10.1109/eScience55777.2022.00016,10.1109/smartcomp55677.2022.00021
10.1109/eScience55777.2022.00016,10.1109/BigData52589.2021.9672067
10.1109/eScience55777.2022.00016,10.1109/ICCCN52240.2021.9522360
10.1007/s10822-023-00520-6,10.3390/pharmaceutics14091793
10.1007/s10822-023-00520-6,10.3390/ijms222413414
10.1007/s10822-023-00520-6,10.3390/v13112124
10.1007/s10822-023-00520-6,10.3389/fmicb.2021.736780
10.1007/s10822-023-00520-6,10.3389/fimmu.2021.715582
10.1021/acs.jpcb.0c06926,10.1103/PHYSREVB.102.041121
10.1021/acs.jpcb.0c06926,10.1021/acs.jpclett.0c00989
10.1021/acs.jpcb.0c06926,10.1039/d0cp01893g
10.1021/acs.jpcb.0c06926,10.1021/acs.jpclett.0c00527
10.1021/acs.jpcb.0c06926,10.1021/acs.jctc.9b00898
10.1007/s00500-021-06600-9,10.4018/jdm.2021100105
10.1007/s00500-021-06600-9,10.1007/s00500-020-05011-6
10.1007/s00500-021-06600-9,10.1016/j.patcog.2019.107050
10.1007/s00500-021-06600-9,10.1016/J.NEUCOM.2019.07.069
10.1007/s00500-021-06600-9,10.1109/IJCNN.2019.8852406
10.48550/arXiv.2310.11518,10.48550/arXiv.2210.05492
10.48550/arXiv.2310.11518,10.1126/science.add4679
10.48550/arXiv.2310.11518,10.48550/arXiv.2205.01469
10.1109/IECON.2012.6388853,10.1109/PEDS.2011.6147262
10.1109/IECON.2012.6388853,10.1201/9781420014235
10.1109/IECON.2012.6388853,10.1109/TMAG.2008.2011363
10.1109/IECON.2012.6388853,10.1109/PESC.2008.4591998
10.1109/IECON.2012.6388853,10.1109/SPEEDHAM.2008.4581076
10.1109/ACCESS.2022.3196018,10.3390/fi13060154
10.1109/ACCESS.2022.3196018,10.3389/fcomp.2021.563060
10.1109/ACCESS.2022.3196018,10.1016/j.eswa.2023.121183
10.1109/ACCESS.2022.3196018,10.17632/72PTZ43S9V.1
10.1109/ACCESS.2022.3196018,10.21833/ijaas.2020.07.007
10.48175/ijarsct-3514,10.56726/irjmets39298
10.48175/ijarsct-3514,10.1109/IRANIANCIS.2014.6802519
10.48175/ijarsct-3514,10.1109/WI-IAT.2012.170
10.48175/ijarsct-3514,10.1145/1040830.1040885
10.48175/ijarsct-3514,10.1007/s005210070006
10.1016/j.envsoft.2023.105788,10.3390/w15061100
10.1016/j.envsoft.2023.105788,10.3390/app13042743
10.1016/j.envsoft.2023.105788,10.1186/s12879-022-07951-w
10.1016/j.envsoft.2023.105788,10.1016/j.ejrh.2022.101212
10.1016/j.envsoft.2023.105788,10.1007/s41324-022-00494-x
10.1007/JHEP09(2020)170,10.4324/9781003122753-7
10.1007/JHEP09(2020)170,10.1007/JHEP03(2020)146
10.1007/JHEP09(2020)170,10.1007/JHEP11(2019)034
10.1007/JHEP09(2020)170,10.1007/s41781-020-0035-2
10.1111/joim.12746,10.1186/s12911-017-0550-1
10.1111/joim.12746,10.1016/j.amjmed.2017.10.035
10.1111/joim.12746,10.1016/j.kint.2017.01.017
10.1111/joim.12746,10.1016/j.artmed.2017.05.003
10.1111/joim.12746,10.1148/radiol.2017162326
10.1002/jmri.29687,10.1002/cai2.136
10.1002/jmri.29687,10.1007/s00330-024-10740-5
10.1002/jmri.29687,10.1002/jmri.29358
10.1002/jmri.29687,10.1038/s41598-023-48553-z
10.1002/jmri.29687,10.1007/s11042-023-17776-7
10.3390/app13116639,10.54097/hset.v39i.6859
10.3390/app13116639,10.3390/math11071650
10.3390/app13116639,10.3390/app13063718
10.3390/app13116639,10.3390/pr11010174
10.3390/app13116639,10.54097/hset.v22i.3367
10.3390/app12042160,10.3390/app11135849
10.3390/app12042160,10.1007/s10586-021-03322-3
10.3390/app12042160,10.1007/s00521-021-05770-9
10.3390/app12042160,10.1109/TCC.2021.3059096
10.3390/app12042160,10.3390/math8101745
10.1016/j.chemolab.2023.104808,10.1016/j.aca.2022.339996
10.1016/j.chemolab.2023.104808,10.1016/j.jnoncrysol.2022.121511
10.1016/j.chemolab.2023.104808,10.1007/s10854-021-07664-x
10.1016/j.chemolab.2023.104808,10.1021/acssensors.1c00115
10.1016/j.chemolab.2023.104808,10.1016/J.SNB.2021.129696
10.1109/IC3I44769.2018.9007304,10.1109/TNSRE.2019.2896269
10.1109/IC3I44769.2018.9007304,10.3390/s17112556
10.1109/IC3I44769.2018.9007304,10.1109/CCINTELS.2016.7878199
10.1109/IC3I44769.2018.9007304,10.1109/JBHI.2016.2598302
10.1016/j.jobe.2025.112431,10.1016/j.jobe.2025.111874
10.1016/j.jobe.2025.112431,10.1016/j.jobe.2024.110852
10.1016/j.jobe.2025.112431,10.1016/j.conbuildmat.2024.138346
10.1016/j.jobe.2025.112431,10.1016/j.conbuildmat.2024.138300
10.1016/j.jobe.2025.112431,10.1016/j.autcon.2024.105372
10.1371/journal.pone.0286311,10.3389/fpubh.2023.1024195
10.1371/journal.pone.0286311,10.3390/electronics12041020
10.1371/journal.pone.0286311,10.1016/j.applanim.2022.105691
10.1371/journal.pone.0286311,10.3390/s22030706
10.1371/journal.pone.0286311,10.1016/j.dib.2022.107822
10.1017/s1759078724000965,10.1038/s41928-021-00588-8
10.1017/s1759078724000965,10.1016/j.cirpj.2020.02.002
10.1017/s1759078724000965,10.5555/2503308.2188395
10.1016/j.gaitpost.2023.01.015,10.3390/jcm11040954
10.1016/j.gaitpost.2023.01.015,10.1109/ICONAT53423.2022.9725832
10.1016/j.gaitpost.2023.01.015,10.36227/techrxiv.16718788
10.1016/j.gaitpost.2023.01.015,10.3390/EN14020289
10.1016/j.gaitpost.2023.01.015,10.1111/apa.15717
10.1145/2647868.2654952,10.1002/WCM.1203
10.1145/2647868.2654952,10.4108/ICST.PERVASIVEHEALTH.2013.252118
10.1145/2647868.2654952,10.1016/j.apmr.2012.10.026
10.1145/2647868.2654952,10.1007/978-3-642-34778-8_9
10.1145/2647868.2654952,10.1016/j.cmpb.2012.04.004
10.1109/AISC56616.2023.10085557,10.1007/s12530-022-09458-w
10.1109/AISC56616.2023.10085557,10.1007/s00500-021-06496-5
10.1109/AISC56616.2023.10085557,10.1109/TII.2019.2942190
10.1109/AISC56616.2023.10085557,10.1109/icc40277.2020.9148586
10.1109/CEC.2019.8790251,10.3390/s17081866
10.1109/CEC.2019.8790251,10.1093/nar/gkv1507
10.1109/CEC.2019.8790251,10.2337/dc13-1074
10.1109/CEC.2019.8790251,10.1371/journal.pone.0046935
10.1109/CEC.2019.8790251,10.1089/DIA.2012.0062
10.1016/j.jdent.2025.105679,10.1109/TMI.2024.3440009
10.1016/j.jdent.2025.105679,10.1016/j.jdent.2024.105063
10.1016/j.jdent.2025.105679,10.3390/bioengineering10121421
10.1016/j.jdent.2025.105679,10.48550/arXiv.2312.00818
10.1016/j.jdent.2025.105679,10.1007/s11282-023-00719-1
10.1145/3658664.3659661,10.1145/3477139
10.1145/3658664.3659661,10.2478/popets-2021-0071
10.1145/3658664.3659661,10.1109/JSAIT.2021.3056377
10.1145/3658664.3659661,10.1561/2200000083
10.1145/3658664.3659661,10.1109/TKDE.2021.3124599
10.1109/AERO58975.2024.10520995,10.1016/j.simpat.2023.102770
10.1109/AERO58975.2024.10520995,10.1016/j.jsse.2023.04.001
10.1109/AERO58975.2024.10520995,10.21105/joss.04299
10.1109/AERO58975.2024.10520995,10.1016/j.actaastro.2022.06.002
10.1109/AERO58975.2024.10520995,10.4271/2022-01-0355
10.1371/journal.pone.0255277,10.1177/0886260520978195
10.1371/journal.pone.0255277,10.32388/f5yc1x
10.1371/journal.pone.0255277,10.1186/s13148-019-0772-4
10.1371/journal.pone.0255277,10.1097/j.pain.0000000000001616
10.1371/journal.pone.0255277,10.1097/j.pain.0000000000001693
10.1007/s13369-016-2223-2,10.1109/JPROC.2015.2449668
10.1007/s13369-016-2223-2,10.5120/21530-4523
10.1007/s13369-016-2223-2,10.1109/IJCNN.2015.7280826
10.1007/s13369-016-2223-2,10.1109/IISA.2015.7387956
10.1007/s13369-016-2223-2,10.1109/ICACEA.2015.7164858
10.1097/TP.0000000000004510,10.1007/s40472-021-00336-z
10.1097/TP.0000000000004510,10.5500/wjt.v11.i7.277
10.1097/TP.0000000000004510,10.1371/journal.pone.0252069
10.1097/TP.0000000000004510,10.1590/2175-8239-JBN-2020-0172
10.1097/TP.0000000000004510,10.3390/TRANSPLANTOLOGY2020012
10.1155/vmi/5585458,10.1016/j.jtherbio.2024.103838
10.1155/vmi/5585458,10.3168/jds.2022-22803
10.1155/vmi/5585458,10.3390/app12136621
10.1155/vmi/5585458,10.3390/ani12101251
10.1155/vmi/5585458,10.15316/sjafs.2021.237
10.1093/mnras/stz1480,10.1093/mnras/stz1230
10.1093/mnras/stz1480,10.3847/1538-3881/aae828
10.1093/mnras/stz1480,10.3847/1538-4357/aada83
10.1093/mnras/stz1480,10.1093/mnras/sty1783
10.1093/mnras/stz1480,10.1093/mnras/sty290
10.7759/cureus.42668,10.7759/cureus.40767
10.7759/cureus.42668,10.1111/jgs.18353
10.7759/cureus.42668,10.1016/j.iotcps.2023.04.003
10.7759/cureus.42668,10.3390/toxins15020095
10.7759/cureus.42668,10.3389/fcimb.2022.1030315
10.1109/IJCNN.2019.8852025,10.1109/TNNLS.2019.2910555
10.1109/IJCNN.2019.8852025,10.1016/j.neunet.2019.03.012
10.1109/IJCNN.2019.8852025,10.1007/s10462-017-9575-1
10.1109/IJCNN.2019.8852025,10.1007/s11063-016-9534-x
10.1109/IJCNN.2019.8852025,10.1016/j.knosys.2016.04.023
10.1145/3624010,10.24963/ijcai.2021/336
10.1145/3624010,10.1109/MSEC.2020.3039941
10.1145/3624010,10.4135/9781483375519.n460
10.2139/ssrn.3681682,10.4337/9781784710064
10.2139/ssrn.3681682,10.1177/0149206317690584
10.2139/ssrn.3681682,10.1145/2939672.2939785
10.2139/ssrn.3681682,10.1016/J.JBUSVENT.2014.11.001
10.1109/ACSOS55765.2022.00025,10.1016/j.future.2023.01.019
10.1109/ACSOS55765.2022.00025,10.1109/ICDCS51616.2021.00010
10.1109/ACSOS55765.2022.00025,10.1109/CVPR46437.2021.01057
10.1109/ACSOS55765.2022.00025,10.1631/FITEE.2200268
10.1016/j.vrih.2023.08.002,10.1155/2022/9821939
10.1016/j.vrih.2023.08.002,10.1186/s12935-022-02716-6
10.1016/j.vrih.2023.08.002,10.1186/s12967-022-03732-w
10.1016/j.vrih.2023.08.002,10.2147/OTT.S352619
10.1016/j.vrih.2023.08.002,10.1186/s12893-022-01605-z
10.1038/204103A0,10.1038/186414A0
10.1038/204103A0,10.1145/320986.320997
10.1038/204103A0,10.1109/TIT.1959.1057478
10.1038/204103A0,10.1109/TIT.1959.1057479
10.1145/3417990.3418741,10.1145/3377814.3381701
10.1145/3417990.3418741,10.1109/MODELS-C.2019.00106
10.1145/3417990.3418741,10.1109/MODELS-C.2019.00103
10.1145/3417990.3418741,10.1016/J.INFSOF.2019.04.013
10.1145/3417990.3418741,10.1109/TSE.2017.2693980
10.1353/obs.2021.0008,10.24963/ijcai.2019/248
10.1353/obs.2021.0008,10.1080/14697688.2019.1655928
10.1353/obs.2021.0008,10.1145/3241036
10.1353/obs.2021.0008,10.1126/science.aau9731
10.1353/obs.2021.0008,10.1080/01621459.2021.1874961
10.1109/TPAMI.2022.3157321,10.1109/RAAI56146.2022.10092972
10.1109/TPAMI.2022.3157321,10.18653/v1/2021.acl-long.336
10.1109/TPAMI.2022.3157321,10.1145/3340531.3412104
10.3390/ijms22020606,10.1093/bib/bbaa164
10.3390/ijms22020606,10.1038/s41576-020-0275-3
10.3390/ijms22020606,10.1016/j.csbj.2020.07.011
10.3390/ijms22020606,10.1093/bib/bbaa074
10.3390/ijms22020606,10.3390/ijms21072563
10.1109/ICITEE59582.2023.10317641,10.1145/3570325
10.1109/ICITEE59582.2023.10317641,10.1109/jiot.2022.3149048
10.1109/ICITEE59582.2023.10317641,10.3390/s21134605
10.1109/ICITEE59582.2023.10317641,10.1109/WiSPNET51692.2021.9419388
10.1109/ICITEE59582.2023.10317641,10.1007/s10776-020-00501-8
10.3389/fgene.2022.834764,10.1093/gigascience/giab065
10.3389/fgene.2022.834764,10.1038/s41588-020-0673-7
10.3389/fgene.2022.834764,10.1038/s41598-020-60559-5
10.3389/fgene.2022.834764,10.1186/s12920-020-00746-5
10.3389/fgene.2022.834764,10.1182/blood-2018-09-871418
10.1038/s41431-021-00996-6,10.1038/s41588-021-00857-4
10.1038/s41431-021-00996-6,10.1016/j.biopsych.2020.12.023
10.1038/s41431-021-00996-6,10.1101/2020.09.18.20192815
10.1038/s41431-021-00996-6,10.1101/2020.09.12.20192922
10.1038/s41431-021-00996-6,10.1002/gepi.22288
10.1109/ICIS61260.2024.10778332,10.48550/arXiv.2407.20743
10.1109/ICIS61260.2024.10778332,10.48550/arXiv.2407.09861
10.1109/ICIS61260.2024.10778332,10.48550/arXiv.2402.05672
10.1109/ICIS61260.2024.10778332,10.1007/s00521-023-08629-3
10.1109/ICIS61260.2024.10778332,10.1109/SEEDA-CECNSM57760.2022.9932996
10.1038/s41597-023-02245-5,10.3289/sw_2_2023
10.1038/s41597-023-02245-5,10.1038/s41598-022-19070-2
10.1038/s41597-023-02245-5,10.1007/s10489-022-03275-z
10.1038/s41597-023-02245-5,10.1016/J.POCEAN.2021.102612
10.1049/cit2.12060,10.3390/EN14092524
10.1049/cit2.12060,10.3390/EN14061596
10.1049/cit2.12060,10.1109/ACCESS.2020.2975738
10.1049/cit2.12060,10.1109/ICIOT.2019.00029
10.1049/cit2.12060,10.1016/j.neucom.2020.03.011
10.1007/s11082-023-06095-8,10.3390/s23010294
10.1007/s11082-023-06095-8,10.1016/j.compchemeng.2022.108125
10.1007/s11082-023-06095-8,10.1016/j.compeleceng.2022.108128
10.1007/s11082-023-06095-8,10.1007/s10489-022-03631-z
10.1007/s11082-023-06095-8,10.1016/j.aei.2022.101590
10.3390/hydrology11070097,10.3390/rs15163999
10.3390/hydrology11070097,10.1007/s40808-023-01837-9
10.3390/hydrology11070097,10.1007/s00521-022-08163-8
10.3390/hydrology11070097,10.3390/w14111828
10.3390/hydrology11070097,10.1038/s41598-022-07693-4
10.3390/s22031181,10.3928/1081597X-20201123-02
10.3390/s22031181,10.1167/iovs.61.6.29
10.3390/s22031181,10.1111/ceo.13108
10.3390/s22031181,10.1016/j.survophthal.2015.04.002
10.3390/s22031181,10.1097/ICO.0000000000000408
10.21215/kjfp.2022.12.3.173,10.3389/fpubh.2021.619429
10.21215/kjfp.2022.12.3.173,10.1371/journal.pone.0240370
10.21215/kjfp.2022.12.3.173,10.1038/s41592-019-0686-2
10.21215/kjfp.2022.12.3.173,10.37727/jkdas.2018.20.2.647
10.21215/kjfp.2022.12.3.173,10.1198/tech.2003.s770
10.1101/2023.11.04.565599,10.1093/biomethods/bpae047
10.1101/2023.11.04.565599,10.1016/j.tig.2023.10.001
10.1101/2023.11.04.565599,10.3390/molecules28145532
10.1101/2023.11.04.565599,10.1002/prot.26515
10.1101/2023.11.04.565599,10.1101/2023.04.25.538330
10.34293/sijash.v12i1.7762,10.1891/jfcp-2023-0009
10.34293/sijash.v12i1.7762,10.1007/s00264-022-05523-w
10.34293/sijash.v12i1.7762,10.1111/jcal.12686
10.34293/sijash.v12i1.7762,10.1007/s12596-022-00849-5
10.34293/sijash.v12i1.7762,10.17010/ijf/2021/v15i9/166320
10.52783/jes.3861,10.32629/jai.v7i4.1186
10.52783/jes.3861,10.52783/jes.648
10.52783/jes.3861,10.52783/jes.673
10.52783/jes.3861,10.1016/j.inffus.2023.102189
10.52783/jes.3861,10.1109/RAEEUCCI57140.2023.10134161
10.52783/jes.784,10.1109/ICSIP57908.2023.10270935
10.52783/jes.784,10.1109/ICCCNT56998.2023.10308014
10.52783/jes.784,10.1109/ICAAIC53929.2022.9792860
10.52783/jes.784,10.1109/tcset55632.2022.9766908
10.52783/jes.784,10.1109/ICEEICT53079.2022.9768630
10.1007/s40747-022-00732-7,10.1016/J.RESS.2021.107927
10.1007/s40747-022-00732-7,10.1080/17517575.2021.2008515
10.1007/s40747-022-00732-7,10.1007/s11071-021-06857-7
10.1007/s40747-022-00732-7,10.1007/s40747-021-00477-9
10.1007/s40747-022-00732-7,10.1007/s40747-021-00337-6
10.2196/12116,10.2174/1874434601711010232
10.2196/12116,10.1109/JBHI.2016.2612580
10.2196/12116,10.2196/RESPROT.5782
10.2196/12116,10.1016/j.jand.2016.05.004
10.2196/12116,10.1016/j.molmet.2016.09.005
10.48550/arXiv.2303.14453,10.48550/arXiv.2207.09158
10.48550/arXiv.2303.14453,10.24963/ijcai.2022/279
10.48550/arXiv.2303.14453,10.1016/j.knosys.2022.109384
10.48550/arXiv.2303.14453,10.48550/arXiv.2205.11506
10.48550/arXiv.2303.14453,10.1109/icde53745.2022.00015
10.3390/ijms26062568,10.1158/2159-8290.CD-24-1476
10.3390/ijms26062568,10.1016/j.jmoldx.2024.05.013
10.3390/ijms26062568,10.1111/1759-7714.15284
10.3390/ijms26062568,10.3390/cells13060504
10.3390/ijms26062568,10.1007/s00018-023-05099-7
10.1109/TrustCom56396.2022.00171,10.1109/ICC42927.2021.9500440
10.1109/TrustCom56396.2022.00171,10.1002/0470854774.ch4
10.1109/TrustCom56396.2022.00171,10.1007/978-3-030-66415-2_4
10.1109/TrustCom56396.2022.00171,10.1007/s00521-020-04831-9
10.3389/fimmu.2024.1396221,10.1016/j.ebiom.2023.104934
10.3389/fimmu.2024.1396221,10.1038/s41522-023-00443-y
10.3389/fimmu.2024.1396221,10.1186/s12967-023-04033-6
10.3389/fimmu.2024.1396221,10.1016/j.intimp.2022.109545
10.3389/fimmu.2024.1396221,10.1002/ddr.21970
10.1002/acr.24956,10.1136/annrheumdis-2020-219140
10.1002/acr.24956,10.1136/annrheumdis-2020-218282
10.1002/acr.24956,10.1002/acr.24471
10.1002/acr.24956,10.1016/j.semarthrit.2019.02.002
10.1002/acr.24956,10.1186/s13075-017-1412-z
10.1016/j.jocs.2020.101295,10.1007/978-3-030-22747-0_10
10.1016/j.jocs.2020.101295,10.1088/1681-7575/aa8f53
10.1016/j.jocs.2020.101295,10.5465/AMBPP.2017.16300ABSTRACT
10.1016/j.jocs.2020.101295,10.1002/nme.5624
10.1016/j.jocs.2020.101295,10.1137/140990036
10.1145/3638209.3638212,10.1016/j.apenergy.2023.121446
10.1145/3638209.3638212,10.1016/j.rico.2023.100219
10.1145/3638209.3638212,10.1016/j.frl.2023.104045
10.1145/3638209.3638212,10.1016/j.egyr.2022.11.061
10.1145/3638209.3638212,10.1016/j.resourpol.2022.102906
10.1007/978-3-030-96302-6_28,10.1007/s40684-021-00343-6
10.1007/978-3-030-96302-6_28,10.3390/sym13040706
10.1007/978-3-030-96302-6_28,10.3390/ma14081957
10.1007/978-3-030-96302-6_28,10.3390/MET11030388
10.1007/978-3-030-96302-6_28,10.1155/2020/3215681
10.1016/j.jhazmat.2023.133057,10.1021/acs.est.3c03670
10.1016/j.jhazmat.2023.133057,10.1038/s41467-023-38248-4
10.1016/j.jhazmat.2023.133057,10.1016/j.jenvman.2022.116334
10.1016/j.jhazmat.2023.133057,10.1016/j.jhazmat.2022.129891
10.1016/j.jhazmat.2023.133057,10.1038/s41467-022-31833-z
10.1007/s00500-023-07954-y,10.36948/ijfmr.2023.v05i03.2926
10.1007/s00500-023-07954-y,10.3390/math10244679
10.1007/s00500-023-07954-y,10.3390/math10203808
10.1007/s00500-023-07954-y,10.1109/ICRITO56286.2022.9965045
10.1007/s00500-023-07954-y,10.3390/math10091480
10.1109/EMBC.2014.6944937,10.1016/j.artmed.2013.04.002
10.1109/EMBC.2014.6944937,10.1007/s00038-011-0315-z
10.1109/EMBC.2014.6944937,10.1007/s00415-011-6386-1
10.1109/EMBC.2014.6944937,10.1016/j.pneurobio.2011.09.005
10.1109/EMBC.2014.6944937,10.1093/brain/awr177
10.1134/S1054661807040232,10.1007/3-540-44989-2_139
10.1134/S1054661807040232,10.1007/3-540-44989-2_138
10.1134/S1054661807040232,10.1007/3-540-44989-2_137
10.1134/S1054661807040232,10.1093/bioinformatics/17.4.349
10.3389/fnhum.2023.1150120,10.18642/ijamml_7100122276
10.3389/fnhum.2023.1150120,10.1016/j.bspc.2022.104549
10.3389/fnhum.2023.1150120,10.1016/j.bspc.2022.103631
10.3389/fnhum.2023.1150120,10.1201/9780367855611-15
10.3389/fnhum.2023.1150120,10.1007/s13246-021-01019-w
10.1016/j.egyr.2022.08.105,10.1016/j.enconman.2021.114790
10.1016/j.egyr.2022.08.105,10.1016/j.energy.2020.119397
10.1016/j.egyr.2022.08.105,10.1016/J.APENERGY.2018.12.076
10.1016/j.egyr.2022.08.105,10.1371/journal.pone.0194889
10.1016/j.egyr.2022.08.105,10.1175/WAF-D-16-0099.1
10.1007/s11042-022-13550-3,10.1016/J.PATREC.2018.11.004
10.1007/s11042-022-13550-3,10.1109/TKDE.2019.2891622
10.1007/s11042-022-13550-3,10.1016/j.tranon.2018.10.012
10.1007/s11042-022-13550-3,10.18520/CS/V115/I11/2063-2070
10.1007/s11042-022-13550-3,10.1016/J.FCIJ.2018.10.005
10.1093/micmic/ozad067.711,10.1016/j.ultramic.2021.113459
10.1093/micmic/ozad067.711,10.1038/s41467-022-29939-5
10.1093/micmic/ozad067.711,10.1016/J.MICRON.2004.02.003
10.1093/micmic/ozad067.711,10.1080/09500839108214655
10.1109/ACCESS.2024.3432490,10.1007/s12083-024-01643-9
10.1109/ACCESS.2024.3432490,10.1002/dac.5721
10.1109/ACCESS.2024.3432490,10.1016/j.jallcom.2023.171755
10.1109/ACCESS.2024.3432490,10.3390/math11143198
10.1109/ACCESS.2024.3432490,10.1109/TFUZZ.2022.3222941
10.1109/DRCN60692.2024.10539172,10.1109/TCE.2023.3324010
10.1109/DRCN60692.2024.10539172,10.1145/3615587.3615989
10.1109/DRCN60692.2024.10539172,10.1109/MCOM.003.2200306
10.1109/DRCN60692.2024.10539172,10.1109/IOTM.001.2300035
10.1109/DRCN60692.2024.10539172,10.23919/jcin.2023.10272352
10.3390/s21144770,10.1136/bmjopen-2020-039054
10.3390/s21144770,10.1016/j.gaitpost.2020.11.025
10.3390/s21144770,10.1186/s12877-020-01880-6
10.3390/s21144770,10.1016/j.apmr.2019.09.013
10.3390/s21144770,10.1038/s41746-019-0204-z
10.1109/ICMLA58977.2023.00339,10.1109/ASONAM55673.2022.10068612
10.1109/ICMLA58977.2023.00339,10.1016/j.jjimei.2022.100135
10.1109/ICMLA58977.2023.00339,10.18653/v1/2020.wnut-1.9
10.1109/ACCESS.2024.3420080,10.3390/a17020064
10.1109/ACCESS.2024.3420080,10.1109/TDSC.2022.3231632
10.1109/ACCESS.2024.3420080,10.1109/ICoCICs58778.2023.10277336
10.1109/ACCESS.2024.3420080,10.1109/TDSC.2022.3194127
10.1109/ACCESS.2024.3420080,10.1016/j.engappai.2023.106030
10.1145/3240925.3240943,10.1109/ICDMW.2017.100
10.1145/3240925.3240943,10.21437/Interspeech.2017-416
10.1145/3240925.3240943,10.1145/3154862.3154915
10.1145/3240925.3240943,10.4017/GT.2017.16.1.001.00
10.1109/CCDC49329.2020.9164626,10.1111/1556-4029.13676
10.1109/CCDC49329.2020.9164626,10.1007/978-3-030-14687-0_13
10.1109/CCDC49329.2020.9164626,10.1016/j.eswa.2016.10.011
10.1109/CCDC49329.2020.9164626,10.1016/J.TRD.2016.10.019
10.1109/CCDC49329.2020.9164626,10.1109/NGCT.2016.7877433
10.1111/ejn.16615,10.1007/s00330-023-09780-0
10.1111/ejn.16615,10.1101/2023.03.25.534208
10.1111/ejn.16615,10.1016/j.spinee.2022.12.003
10.1111/ejn.16615,10.1176/appi.ajp.20220194
10.1111/ejn.16615,10.1080/17588928.2022.2128736
10.1186/s12873-022-00610-y,10.1016/j.ajem.2021.08.048
10.1186/s12873-022-00610-y,10.1007/s11739-020-02576-w
10.1186/s12873-022-00610-y,10.1136/emermed-2019-209307
10.1186/s12873-022-00610-y,10.1097/HTR.0000000000000570
10.1186/s12873-022-00610-y,10.1080/02699052.2020.1753242
10.1109/UPCON56432.2022.9986440,10.1155/2022/8598305
10.1109/UPCON56432.2022.9986440,10.1016/j.compeleceng.2022.107688
10.1109/UPCON56432.2022.9986440,10.1016/j.knosys.2022.108628
10.1109/UPCON56432.2022.9986440,10.1109/TPDS.2020.2992073
10.1109/UPCON56432.2022.9986440,10.1109/BDCloud.2018.00118
10.1109/ACCESS.2021.3074559,10.3390/computers9040086
10.1109/ACCESS.2021.3074559,10.1007/s10844-020-00614-9
10.1109/ACCESS.2021.3074559,10.1108/joepp-04-2020-0071
10.1109/ACCESS.2021.3074559,10.22214/ijraset.2020.5481
10.1109/ACCESS.2021.3074559,10.1016/j.dss.2020.113290
10.1016/j.asoc.2023.110114,10.21275/sr22815163219
10.1016/j.asoc.2023.110114,10.1016/j.knosys.2021.107085
10.1016/j.asoc.2023.110114,10.1007/s10639-020-10116-4
10.1016/j.asoc.2023.110114,10.3390/proceedings2019031057
10.1016/j.asoc.2023.110114,10.1002/widm.1312
10.1109/ICCCNT49239.2020.9225395,10.1109/CESYS.2017.8321268
10.1109/ICCCNT49239.2020.9225395,10.1109/ICDAR.2015.7333755
10.1109/ICCCNT49239.2020.9225395,10.3115/v1/D14-1179
10.1109/ICCCNT49239.2020.9225395,10.1007/BF02551274
10.1109/LCOMM.2017.2656879,10.1016/J.COMNET.2015.06.016
10.1109/LCOMM.2017.2656879,10.1109/ICUFN.2015.7182507
10.1109/LCOMM.2017.2656879,10.1155/2015/374391
10.1109/LCOMM.2017.2656879,10.1109/PCCC.2014.7017079
10.1109/LCOMM.2017.2656879,10.1016/j.adhoc.2014.02.002
10.1002/lary.31959,10.1007/s10072-022-05872-9
10.1002/lary.31959,10.3389/fpsyt.2021.726038
10.1002/lary.31959,10.1016/j.anl.2021.10.003
10.1002/lary.31959,10.3389/fneur.2021.681140
10.1002/lary.31959,10.1001/jamacardio.2021.0122
10.3390/en15186791,10.1002/batt.202100148
10.3390/en15186791,10.1016/J.EST.2020.101842
10.3390/en15186791,10.5281/ZENODO.4088940
10.3390/en15186791,10.1136/injuryprev-2019-043534
10.3390/en15186791,10.1080/18902138.2020.1714315
10.1007/s00138-020-01088-z,10.1186/s13007-020-00596-3
10.1007/s00138-020-01088-z,10.1101/709147
10.1007/s00138-020-01088-z,10.1016/J.COMPAG.2019.05.017
10.1007/s00138-020-01088-z,10.1016/j.compag.2020.105466
10.1007/s00138-020-01088-z,10.1186/s13007-020-0563-0
10.3390/a17090419,10.3390/a17040150
10.3390/a17090419,10.1016/j.frl.2024.105381
10.3390/a17090419,10.1109/ECICE59523.2023.10383150
10.3390/a17090419,10.21122/1029-7448-2023-66-4-305-321
10.3390/a17090419,10.3390/math11112545
10.3390/safety9030049,10.1016/j.coco.2023.101593
10.3390/safety9030049,10.1016/j.molliq.2022.120944
10.3390/safety9030049,10.1016/j.cej.2022.140547
10.3390/safety9030049,10.3389/fpubh.2022.943435
10.3390/safety9030049,10.3390/su14148784
10.1109/IPAS63548.2025.10924502,10.37934/araset.44.1.225238
